latitude,longitude,bright_ti4,confidence,bright_ti5,frp
-37.258163,148.392517,367.0,h,341.22,238.88
-37.248913,148.438385,367.0,h,319.73,79.31
-37.380165000000005,148.012146,367.0,h,309.5,16.2
-37.277435,148.48671000000002,367.0,h,299.05,18.86
-37.312416,147.947327,367.0,h,308.47,11.49
-37.436946999999996,147.661133,367.0,h,293.23,22.49
-37.607689,147.784073,367.0,h,295.7,116.51
-37.620598,147.79896499999998,367.0,h,293.79,16.76
-37.609871000000005,147.797272,367.0,h,326.4,506.82
-37.507027,147.681656,367.0,h,267.89,22.62
-37.493973,147.710373,367.0,h,311.84,138.22
-37.490623,147.711182,367.0,h,327.83,308.29
-37.488014,147.716461,367.0,h,362.79,308.29
-37.480663,147.672226,367.0,h,310.32,229.58
-37.477688,147.696335,367.0,h,326.18,124.46
-37.466927,147.69448899999998,367.0,h,312.36,74.21
-37.460651,147.67778,367.0,h,294.79,28.28
-37.46286,147.649124,367.0,h,332.76,73.61
-37.469555,147.647415,367.0,h,329.31,69.33
-37.476246,147.64570600000002,367.0,h,341.14,16.59
-37.493649,147.643494,367.0,h,277.62,14.46
-37.479965,147.626099,367.0,h,271.27,6.39
-37.473286,147.62796,367.0,h,277.24,9.17
-37.598816,147.772522,367.0,h,296.91,12.02
-37.591412,147.76985200000001,367.0,h,299.63,99.36
-37.590267,147.783997,367.0,h,348.67,365.37
-37.58913,147.798157,367.0,h,292.15,27.49
-37.581089,147.74963400000001,367.0,h,296.07,7.94
-37.579937,147.76367199999999,367.0,h,359.96,862.02
-37.567749,147.753204,367.0,h,343.18,110.27
-37.565135999999995,147.75843799999998,367.0,h,359.05,115.83
-37.485416,147.721817,367.0,h,339.55,129.27
-37.480209,147.73242199999999,367.0,h,284.61,7.93
-37.399044,147.64318799999998,367.0,h,290.16,11.77
-37.402405,147.64241,367.0,h,290.09,11.77
-37.42733,147.64534,367.0,h,288.16,14.19
-37.433231,147.638916,367.0,h,290.61,22.56
-37.551487,147.739212,367.0,h,290.07,11.66
-37.535194,147.72503700000001,367.0,h,273.87,10.79
-37.557228,147.884735,367.0,h,296.49,17.31
-36.73254,146.053268,367.0,h,308.08,11.87
-36.624413,141.491486,367.0,h,295.78,42.39
-37.479515,147.771835,367.0,h,294.54,24.97
-37.575626,147.936752,367.0,h,294.22,23.11
-37.489864000000004,147.643799,367.0,h,295.03,17.34
-36.739513,146.055237,367.0,h,308.33,10.9
-38.082767,141.430969,367.0,h,297.24,22.94
-38.088776,141.426605,367.0,h,302.11,14.36
-37.559669,147.899078,367.0,h,301.43,11.91
-37.522242999999996,147.893051,367.0,h,296.48,16.27
-37.528324,147.89906299999998,367.0,h,295.73,17.37
-37.249344,148.40181,367.0,h,299.66,14.18
-37.653442,147.796387,367.0,h,302.83,17.98
-37.571404,147.92169199999998,367.0,h,304.17,7.18
-37.555031,147.919693,367.0,h,296.83,24.08
-37.50853,147.88429299999999,367.0,h,294.93,49.37
-37.542343,147.730789,367.0,h,293.91,6.06
-37.469955,147.77475,367.0,h,299.07,21.53
-37.567097,147.893982,367.0,h,300.15,7.12
-37.567284,147.894745,367.0,h,300.56,5.02
-37.497021000000004,147.645905,367.0,h,296.91,17.52
-37.896088,141.460281,367.0,h,309.6,53.38
-37.90028,141.47908,367.0,h,310.25,16.58
-37.887169,141.445847,367.0,h,347.47,316.94
-37.608554999999996,147.906891,367.0,h,301.1,3.81
-37.648571000000004,147.814529,367.0,h,297.29,15.04
-37.650276,147.867249,367.0,h,304.05,18.75
-37.564846,147.603455,367.0,h,359.33,390.06
-37.566067,147.593628,367.0,h,295.56,178.76
-37.530933000000005,147.70048500000001,367.0,h,301.85,17.31
-37.924786,141.468948,367.0,h,298.81,9.67
-37.540802,147.572815,367.0,h,300.28,11.96
-37.558033,147.584656,367.0,h,298.55,8.28
-37.521656,147.564423,367.0,h,291.07,40.73
-37.544703999999996,147.681778,367.0,h,292.2,9.7
-37.568974,147.724884,367.0,h,294.09,10.45
-37.937934999999996,141.456772,367.0,h,301.06,9.8
-37.937038,141.460327,367.0,h,302.25,16.36
-37.603203,147.97563200000002,367.0,h,296.36,23.08
-37.579997999999996,147.982117,367.0,h,296.57,10.92
-37.589690999999995,147.99101299999998,367.0,h,296.67,31.93
-37.611076000000004,147.979492,367.0,h,296.53,9.27
-37.548683000000004,147.67425500000002,367.0,h,301.09,11.83
-37.549637,147.706741,367.0,h,296.84,14.71
-37.546703,147.96048000000002,367.0,h,295.52,13.6
-37.049071999999995,140.986801,367.0,h,327.68,23.52
-37.478218,147.89743,367.0,h,334.62,159.43
-37.47736,147.902161,367.0,h,337.86,159.43
-37.655571,149.34179699999999,367.0,h,253.68,12.88
-37.476231,147.91355900000002,367.0,h,304.3,21.61
-37.481303999999994,147.88476599999998,367.0,h,311.99,23.73
-37.674782,149.397202,367.0,h,351.13,222.19
-37.679404999999996,149.39674399999998,367.0,h,378.07,790.46
-37.711395,149.41081200000002,367.0,h,297.18,22.86
-37.434795,147.755997,367.0,h,301.18,12.66
-37.687656,149.384079,367.0,h,309.12,90.38
-37.720509,149.386459,367.0,h,345.92,572.74
-37.700291,149.38867199999999,367.0,h,380.0,1012.3
-37.718292,149.38061499999998,367.0,h,374.27,1309.61
-37.730652,149.360733,367.0,h,309.09,39.25
-37.756378000000005,149.334091,367.0,h,331.49,120.26
-37.762485999999996,149.351471,367.0,h,373.86,595.75
-37.767101000000004,149.350967,367.0,h,345.47,595.75
-37.721790000000006,149.32664499999998,367.0,h,334.94,249.9
-36.904022,148.32908600000002,367.0,h,318.46,11.87
-37.504364,147.600067,367.0,h,319.09,15.42
-37.397442,147.667786,367.0,h,344.04,94.91
-37.354317,148.247269,367.0,h,331.38,69.86
-37.625393,149.476913,367.0,h,309.6,11.95
-37.611256,147.95593300000002,367.0,h,350.77,253.36
-37.593861,147.604126,367.0,h,357.83,179.33
-37.613014,147.617538,367.0,h,346.99,542.44
-37.306267,147.921356,367.0,h,290.0,14.24
-37.380863,148.303558,367.0,h,370.44,146.37
-37.604782,149.45379599999998,367.0,h,318.74,17.02
-37.345657,147.58763100000002,367.0,h,345.22,57.87
-37.365677000000005,147.619766,367.0,h,308.99,59.18
-37.508659,147.619598,367.0,h,322.24,16.41
-37.391251000000004,147.662033,367.0,h,354.63,157.79
-37.208847,148.43426499999998,367.0,h,297.52,11.82
-37.214279,148.444443,367.0,h,302.66,15.58
-37.384865000000005,147.632584,367.0,h,357.49,330.69
-37.739746000000004,149.435486,367.0,h,306.75,31.82
-37.364269,148.513687,367.0,h,313.5,29.09
-37.328522,148.569305,367.0,h,349.86,136.55
-37.317046999999995,148.55336,367.0,h,335.23,223.92
-37.356148,148.498291,367.0,h,331.7,51.45
-37.348568,148.57389799999999,367.0,h,327.4,316.38
-37.100063,148.172333,367.0,h,315.96,15.62
-37.408596,148.01152,367.0,h,335.61,40.73
-37.422962,147.708847,367.0,h,312.22,18.08
-37.079322999999995,148.17216499999998,367.0,h,342.64,114.88
-37.084315999999994,148.13734399999998,367.0,h,373.71,269.73
-37.074486,148.157654,367.0,h,356.89,102.28
-37.072971,148.144073,367.0,h,316.79,18.45
-37.073597,148.139694,367.0,h,322.29,18.45
-37.293591,147.93743899999998,367.0,h,359.39,677.97
-37.135002,148.15123,367.0,h,364.04,75.86
-37.12891,148.145447,367.0,h,348.31,175.14
-37.116684,148.153091,367.0,h,321.84,19.23
-37.108707,148.160416,367.0,h,313.22,17.44
-37.216473,148.595215,367.0,h,352.09,166.04
-37.10508,148.13738999999998,367.0,h,376.13,85.01
-37.096503999999996,148.148911,367.0,h,308.8,23.25
-37.088539000000004,148.15618899999998,367.0,h,320.69,21.83
-37.271713,148.571396,367.0,h,311.94,41.94
-37.260406,148.577896,367.0,h,370.56,355.5
-37.392853,147.750641,367.0,h,306.05,36.51
-37.399761,147.750687,367.0,h,299.37,40.62
-37.399418,147.778412,367.0,h,293.0,15.55
-37.413307,147.753571,367.0,h,334.41,137.75
-37.245102,148.58813500000002,367.0,h,329.06,141.12
-37.376537,148.261383,367.0,h,336.38,297.47
-37.080729999999996,148.186432,367.0,h,326.71,548.83
-37.065037,148.15113799999997,367.0,h,364.97,92.93
-37.062939,148.14163200000002,367.0,h,344.85,47.26
-37.396076,147.72688300000002,367.0,h,355.59,118.66
-37.403477,147.72377,367.0,h,342.17,69.47
-37.407795,147.742996,367.0,h,337.38,109.29
-37.116814,148.176178,367.0,h,311.5,22.47
-37.072121,148.125824,367.0,h,358.9,114.1
-36.052054999999996,147.733078,367.0,h,279.04,11.29
-36.06282,147.735123,367.0,h,289.07,20.35
-36.108748999999996,147.738754,367.0,h,305.24,18.38
-36.054024,147.746872,367.0,h,349.78,515.05
-36.074188,147.765732,367.0,h,291.99,16.65
-36.115696,147.714264,367.0,h,315.3,23.91
-36.119698,147.717819,367.0,h,316.32,23.91
-36.128574,147.73216200000002,367.0,h,319.35,38.96
-36.137459,147.720978,367.0,h,380.0,201.78
-36.142128,147.729279,367.0,h,337.64,169.47
-36.146152,147.733032,367.0,h,337.38,169.47
-36.149567,147.732483,367.0,h,325.0,216.71
-36.094592999999996,147.664658,367.0,h,290.27,34.73
-36.106243,147.648651,367.0,h,285.25,9.01
-36.111744,147.662994,367.0,h,276.66,25.18
-36.081103999999996,147.74078400000002,367.0,h,302.27,25.75
-36.087115999999995,147.758362,367.0,h,340.25,109.0
-36.093201,147.75204499999998,367.0,h,303.66,17.18
-36.102585,147.768707,367.0,h,326.16,83.97
-36.105389,147.73963899999998,367.0,h,306.81,18.38
-36.11068,147.752197,367.0,h,310.65,17.95
-36.123711,147.747177,367.0,h,313.07,25.1
-36.129845,147.741135,367.0,h,322.2,34.16
-36.139896,147.762894,367.0,h,289.34,16.86
-36.124268,147.749405,367.0,h,315.58,25.52
-36.129704,147.764938,367.0,h,313.7,20.23
-36.134541,147.74971000000002,367.0,h,314.74,27.43
-36.117477,147.750824,367.0,h,311.69,22.47
-36.095581,147.695801,367.0,h,312.66,22.05
-36.095383,147.718719,367.0,h,309.05,15.73
-36.08905,147.674667,367.0,h,284.06,27.72
-36.086872,147.683807,367.0,h,289.73,17.15
-36.084728000000005,147.693207,367.0,h,291.91,18.77
-36.082638,147.70288100000002,367.0,h,298.65,11.69
-36.099616999999995,147.69957,367.0,h,313.6,21.53
-36.106213000000004,147.721115,367.0,h,314.34,19.02
-36.122929,147.69252,367.0,h,370.74,298.77
-36.129089,147.686798,367.0,h,285.57,46.19
-36.091782,147.766525,367.0,h,360.62,69.74
-36.129505,147.785706,367.0,h,310.85,56.67
-36.134997999999996,147.777695,367.0,h,312.04,18.82
-37.414204,148.530655,367.0,h,269.45,19.77
-37.414333,148.52803,367.0,h,270.45,20.74
-37.392662,148.527328,367.0,h,277.39,10.25
-37.385246,148.689072,367.0,h,286.63,18.29
-37.383804,148.514771,367.0,h,288.29,24.81
-37.370892,148.662216,367.0,h,300.79,18.74
-37.366077000000004,148.652985,367.0,h,292.12,18.29
-37.353931,148.670486,367.0,h,304.85,23.81
-37.349121000000004,148.661224,367.0,h,299.28,17.84
-37.34428,148.651749,367.0,h,289.52,20.58
-37.325264000000004,148.641617,367.0,h,302.08,26.54
-37.382622,148.724274,367.0,h,286.17,19.13
-37.376331,148.67619299999998,367.0,h,302.91,16.16
-37.389095000000005,148.663406,367.0,h,292.01,15.57
-37.442146,148.69041399999998,367.0,h,281.63,27.4
-37.434513,148.788757,367.0,h,305.59,43.39
-37.441547,148.732239,367.0,h,279.35,25.31
-37.440684999999995,148.73504599999998,367.0,h,277.73,25.37
-37.434483,148.687012,367.0,h,282.59,18.82
-37.436465999999996,148.693817,367.0,h,298.65,23.85
-37.435478,148.713699,367.0,h,264.4,17.89
-37.430054,148.700027,367.0,h,293.41,30.75
-37.430962,148.734329,367.0,h,284.89,23.32
-37.424625,148.686295,367.0,h,287.12,18.94
-37.425518,148.720505,367.0,h,286.95,22.62
-37.420097,148.70678700000002,367.0,h,292.17,21.05
-37.420398999999996,148.736557,367.0,h,269.43,18.5
-37.414032,148.688202,367.0,h,288.57,14.13
-37.414246,148.71731599999998,367.0,h,276.63,13.58
-37.414577,148.747299,367.0,h,287.58,19.53
-37.409149,148.733551,367.0,h,283.09,21.85
-37.402843,148.68554699999999,367.0,h,286.62,19.33
-37.404976,148.72929399999998,367.0,h,299.13,22.43
-37.400795,148.724991,367.0,h,295.28,19.77
-37.424896000000004,148.77070600000002,367.0,h,297.44,33.23
-37.397903,148.730545,367.0,h,297.69,19.77
-37.400578,148.778656,367.0,h,326.25,74.59
-37.393135,148.72169499999998,367.0,h,284.83,16.04
-37.393402,148.751404,367.0,h,291.29,17.25
-37.387161,148.70369,367.0,h,285.24,17.75
-37.388645000000004,148.742676,367.0,h,281.68,17.46
-37.387005,148.757812,367.0,h,297.07,27.38
-37.351055,148.676086,367.0,h,299.07,10.94
-37.362907,148.683975,367.0,h,302.21,16.45
-37.36578,148.678299,367.0,h,307.07,24.63
-37.372097,148.7267,367.0,h,299.55,20.39
-37.375603000000005,148.725891,367.0,h,297.93,20.63
-37.375828000000006,148.755341,367.0,h,304.16,25.77
-37.371056,148.74646,367.0,h,308.89,21.17
-37.365669,148.73288,367.0,h,298.43,16.76
-37.703860999999996,148.25456200000002,367.0,h,266.73,26.03
-37.701927000000005,148.263031,367.0,h,266.64,29.57
-37.638271,148.08699,367.0,h,278.13,16.18
-37.646732,148.07070900000002,367.0,h,292.35,9.81
-37.685162,148.248596,367.0,h,267.08,29.09
-37.714508,148.196274,367.0,h,341.16,206.1
-37.676978999999996,148.16194199999998,367.0,h,288.48,20.71
-37.697739,148.150848,367.0,h,273.06,7.52
-37.665703,148.105392,367.0,h,284.35,19.1
-37.670452000000004,148.11411999999999,367.0,h,281.49,14.63
-37.678246,148.09291100000002,367.0,h,298.0,22.52
-37.683014,148.10173,367.0,h,280.61,24.04
-37.686977,148.123611,367.0,h,285.69,28.09
-37.676907,148.240479,367.0,h,269.66,12.94
-37.678447999999996,148.225433,367.0,h,281.08,28.52
-37.681507,148.195267,367.0,h,282.28,16.68
-37.687992,148.243088,367.0,h,270.89,22.66
-37.695877,148.19043,367.0,h,288.53,36.7
-37.69804,147.787201,367.0,h,264.76,15.92
-37.634708,148.16593899999998,367.0,h,287.24,11.94
-37.638824,148.17001299999998,367.0,h,290.36,16.43
-37.638378,148.14033500000002,367.0,h,279.54,9.44
-37.638641,148.115982,367.0,h,292.27,10.44
-37.645306,148.138855,367.0,h,283.62,11.31
-37.654633000000004,148.181366,367.0,h,289.73,21.62
-37.652241,148.137405,367.0,h,297.84,20.67
-37.651222,148.103699,367.0,h,297.94,15.85
-37.655281,148.186172,367.0,h,277.63,12.7
-37.652813,148.22083999999998,367.0,h,323.81,101.17
-37.641754,148.218292,367.0,h,285.66,17.7
-37.636996999999994,148.20945700000001,367.0,h,276.23,14.69
-37.654758,148.235275,367.0,h,264.35,10.47
-37.633545,148.0784,367.0,h,308.48,26.93
-37.630718,148.083832,367.0,h,301.27,10.09
-37.627258000000005,148.084564,367.0,h,299.49,10.09
-37.558323,148.23728899999998,367.0,h,274.64,24.54
-37.556801,148.25247199999998,367.0,h,289.48,21.45
-37.540981,148.241074,367.0,h,283.12,19.47
-37.531471,148.223511,367.0,h,291.76,23.01
-37.528027,148.22439599999998,367.0,h,288.02,16.87
-37.537045,148.72468600000002,367.0,h,245.82,38.06
-37.54248,148.738464,367.0,h,257.81,23.22
-37.536499,148.20784,367.0,h,304.94,32.38
-37.532703000000005,148.179733,367.0,h,289.8,8.68
-37.238289,148.34079,367.0,h,265.63,21.94
-37.44566,148.228775,367.0,h,336.54,62.99
-37.466068,148.679733,367.0,h,267.63,20.8
-37.471863,148.724411,367.0,h,269.71,35.37
-37.477589,148.712753,367.0,h,313.87,66.05
-37.554943,148.77787800000002,367.0,h,262.41,13.68
-37.542891999999995,148.769119,367.0,h,256.64,27.13
-37.51276,148.760422,367.0,h,338.09,347.5
-37.505466,148.787903,367.0,h,315.61,277.66
-37.498631,148.76321399999998,367.0,h,322.88,144.16
-37.490936,148.704163,367.0,h,257.16,46.81
-37.495090000000005,148.70831299999998,367.0,h,246.5,15.3
-37.499001,148.682922,367.0,h,254.44,10.76
