latitude,longitude,bright_ti4,confidence,bright_ti5,frp
-36.607094000000004,142.510056,367.0,h,302.19,20.54
-36.838661,142.543945,367.0,h,307.09,11.02
-36.445992,143.140137,367.0,h,305.84,11.01
-36.443253000000006,143.138733,367.0,h,304.44,9.04
-36.09557,145.936951,367.0,h,303.84,11.81
-34.951355,140.98400900000001,367.0,h,305.64,26.38
-36.75626,143.16308600000002,367.0,h,311.31,10.5
-36.526047,143.083069,367.0,h,309.75,29.19
-34.912952000000004,142.367844,367.0,h,345.23,49.24
-37.651421,143.02803,367.0,h,302.3,19.42
-37.874363,142.814331,367.0,h,302.36,12.1
-35.742256,143.172867,367.0,h,285.05,7.19
-36.924049,142.938858,367.0,h,326.7,70.69
-36.634215999999995,144.828156,367.0,h,294.78,8.95
-36.444458000000004,141.085098,367.0,h,307.53,8.01
-37.526314,142.895523,367.0,h,356.8,222.52
-37.595875,146.128815,367.0,h,361.09,119.07
-36.408081,141.163803,367.0,h,308.35,21.57
-36.718253999999995,141.128326,367.0,h,308.26,7.96
-36.302246000000004,147.42558300000002,367.0,h,304.69,12.24
-37.392165999999996,145.603363,367.0,h,295.83,27.41
-36.27412,141.872559,367.0,h,297.19,132.33
-36.165264,141.28239399999998,367.0,h,296.11,10.74
-37.911957,146.257751,367.0,h,291.48,87.52
-36.847881,143.85034199999998,367.0,h,304.3,16.27
-36.379653999999995,143.563477,367.0,h,311.71,24.88
-37.5061,142.66128500000002,367.0,h,303.25,15.97
-36.221401,142.817047,367.0,h,308.4,10.14
-36.775677,144.904755,367.0,h,300.45,9.65
-36.3918,144.815216,367.0,h,307.82,53.47
-36.29789,144.793106,367.0,h,299.13,12.71
-37.084915,143.84108,367.0,h,302.91,21.28
-36.506367,144.756714,367.0,h,303.82,38.38
-36.314921999999996,141.131668,367.0,h,306.6,15.15
-36.295654,146.80198700000003,367.0,h,300.15,8.04
-36.267105,143.265594,367.0,h,296.64,61.59
-37.509659,142.655228,367.0,h,299.06,16.32
-35.962471,144.02681,367.0,h,303.16,11.95
-36.389946,141.61798100000001,367.0,h,301.17,25.24
-35.087078000000005,143.180054,367.0,h,303.2,12.55
-37.228077,142.002686,367.0,h,298.46,13.37
-36.974277,143.859344,367.0,h,296.46,12.22
-36.680786,141.772141,367.0,h,304.45,9.95
-37.036106,141.60144,367.0,h,295.67,11.6
-36.104282,143.045639,367.0,h,298.75,6.25
-36.920494,142.72653200000002,367.0,h,303.26,53.66
-37.169388,143.938065,367.0,h,313.0,44.7
-36.413235,145.63017299999998,367.0,h,308.35,11.32
-36.282309999999995,141.158524,367.0,h,330.78,76.7
-37.641098,145.711075,367.0,h,331.71,187.31
-37.229424,148.750122,367.0,h,354.86,313.57
-36.552387,147.13504,367.0,h,294.84,7.48
-37.242737,143.418518,367.0,h,291.22,21.46
-37.341460999999995,141.058304,367.0,h,299.84,15.33
-37.092853999999996,145.25233500000002,367.0,h,298.65,19.19
-36.332446999999995,145.97918700000002,367.0,h,300.03,11.54
-36.161449,146.18464699999998,367.0,h,341.07,154.57
-37.177429,143.915558,367.0,h,296.95,17.52
-36.054642,146.042374,367.0,h,299.35,6.64
-37.521656,142.93583700000002,367.0,h,291.9,19.17
-36.679276,143.11879,367.0,h,291.15,15.98
-36.426739000000005,141.638229,367.0,h,294.39,32.85
-36.496689,142.941742,367.0,h,299.71,14.48
-36.205055,142.536911,367.0,h,297.04,9.49
-36.352505,143.39122,367.0,h,294.08,5.91
-37.598628999999995,142.57193,367.0,h,295.35,18.43
-37.719936,143.0896,367.0,h,290.55,8.27
-37.653290000000005,143.000458,367.0,h,291.97,10.17
-37.71669,143.16655,367.0,h,306.09,29.2
-37.771316999999996,142.910645,367.0,h,297.03,26.95
-37.889191,146.131607,367.0,h,304.73,151.04
-36.14679,145.86821,367.0,h,300.83,37.95
-36.764854,143.93544,367.0,h,295.61,12.88
-36.091328000000004,143.802719,367.0,h,294.68,16.36
-37.145618,149.04525800000002,367.0,h,296.71,26.46
-36.493065,144.512146,367.0,h,295.78,9.44
-38.108578,143.845062,367.0,h,291.45,19.0
-36.144775,145.927841,367.0,h,298.07,17.02
-36.372719000000004,144.78862,367.0,h,295.28,18.23
-36.099457,143.494583,367.0,h,293.46,8.5
-36.02129,143.500488,367.0,h,298.15,86.92
-38.497818,146.969833,367.0,h,291.29,17.91
-37.850212,147.25778200000002,367.0,h,295.97,11.29
-37.302517,144.400452,367.0,h,338.08,132.71
-34.74305,141.023788,367.0,h,310.21,23.31
-36.212269,144.013138,367.0,h,311.79,7.17
